product_id,image_url,storage_path,image_kind,sort_order
1,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/1.jpg,jeans/1.jpg,tryon,0
1,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/2.jpg,jeans/2.jpg,gallery,1
1,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/3.jpg,jeans/3.jpg,gallery,2
1,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/4.jpg,jeans/4.jpg,gallery,3
1,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/5.jpg,jeans/5.jpg,gallery,4
1,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/6.jpg,jeans/6.jpg,gallery,5
2,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/7.jpg,jeans/7.jpg,tryon,0
2,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/8.jpg,jeans/8.jpg,gallery,1
2,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/9.jpg,jeans/9.jpg,gallery,2
2,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/10.jpg,jeans/10.jpg,gallery,3
2,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/11.jpg,jeans/11.jpg,gallery,4
2,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/12.jpg,jeans/12.jpg,gallery,5
3,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/13.jpg,jeans/13.jpg,tryon,0
3,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/14.jpg,jeans/14.jpg,gallery,1
3,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/15.jpg,jeans/15.jpg,gallery,2
3,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/16.jpg,jeans/16.jpg,gallery,3
3,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/17.jpg,jeans/17.jpg,gallery,4
3,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/18.jpg,jeans/18.jpg,gallery,5
4,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/19.jpg,jeans/19.jpg,tryon,0
4,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/20.jpg,jeans/20.jpg,gallery,1
4,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/21.jpg,jeans/21.jpg,gallery,2
4,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/22.jpg,jeans/22.jpg,gallery,3
4,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/23.jpg,jeans/23.jpg,gallery,4
4,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/24.jpg,jeans/24.jpg,gallery,5
5,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/25.jpg,jeans/25.jpg,tryon,0
5,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/26.jpg,jeans/26.jpg,gallery,1
5,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/27.jpg,jeans/27.jpg,gallery,2
5,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/28.jpg,jeans/28.jpg,gallery,3
5,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/29.jpg,jeans/29.jpg,gallery,4
5,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/30.jpg,jeans/30.jpg,gallery,5
6,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/31.jpg,jeans/31.jpg,tryon,0
6,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/32.jpg,jeans/32.jpg,gallery,1
6,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/33.jpg,jeans/33.jpg,gallery,2
6,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/34.jpg,jeans/34.jpg,gallery,3
6,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/35.jpg,jeans/35.jpg,gallery,4
6,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/36.jpg,jeans/36.jpg,gallery,5
7,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/37.jpg,jeans/37.jpg,tryon,0
7,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/38.jpg,jeans/38.jpg,gallery,1
7,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/39.jpg,jeans/39.jpg,gallery,2
7,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/40.jpg,jeans/40.jpg,gallery,3
7,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/41.jpg,jeans/41.jpg,gallery,4
7,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/42.jpg,jeans/42.jpg,gallery,5
8,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/43.jpg,jeans/43.jpg,tryon,0
8,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/44.jpg,jeans/44.jpg,gallery,1
8,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/45.jpg,jeans/45.jpg,gallery,2
8,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/46.jpg,jeans/46.jpg,gallery,3
8,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/47.jpg,jeans/47.jpg,gallery,4
8,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/48.jpg,jeans/48.jpg,gallery,5
9,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/49.jpg,jeans/49.jpg,tryon,0
9,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/50.jpg,jeans/50.jpg,gallery,1
9,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/51.jpg,jeans/51.jpg,gallery,2
9,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/52.jpg,jeans/52.jpg,gallery,3
9,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/53.jpg,jeans/53.jpg,gallery,4
9,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/54.jpg,jeans/54.jpg,gallery,5
10,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/55.jpg,jeans/55.jpg,tryon,0
10,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/56.jpg,jeans/56.jpg,gallery,1
10,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/57.jpg,jeans/57.jpg,gallery,2
10,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/58.jpg,jeans/58.jpg,gallery,3
10,https://jygqfwpqcwnxdtipokqc.supabase.co/storage/v1/object/public/products/jeans/59.jpg,jeans/59.jpg,gallery,4
